id	year
589	1991
590	1990
591	1995
592	1966
593	1991
594	1937
595	1991
596	1940
597	1990
598	1994
599	1969
600	1994
602	1994
603	1995
605	1996
606	1995
608	1996
609	1996
610	1981
611	1996
612	1996
613	2006
614	2008
615	1973
616	1970
617	1995
618	1995
619	2000
620	1991
621	1993
623	1995
624	1995
625	1990
626	1996
627	1995
628	1996
629	1980
630	1996
631	1996
632	1995
633	1995
634	1995
635	1996
636	2007
637	1996
638	1995
639	1996
640	1996
641	1994
643	1996
645	1995
647	1996
648	2006
649	1995
650	1996
651	1996
652	1995
653	1996
655	1995
656	1982
658	1995
659	1960
660	2007
661	1996
662	1996
663	1996
664	1996
665	1995
666	1995
667	1996
668	1955
670	1959
671	1996
673	1996
674	1968
678	1994
679	1995
680	1965
681	1981
682	1994
683	1993
685	1996
687	1994
688	1995
690	1995
691	1996
692	1996
693	1995
694	1996
695	1999
696	1995
697	1996
698	1995
700	2008
701	1992
702	1997
703	2007
704	1999
705	1992
706	1996
707	1996
708	1996
709	1988
710	1996
711	1996
712	2000
713	1994
714	1995
715	1995
716	1975
717	1995
718	1993
719	1996
720	1996
722	1995
724	1996
725	1996
726	2001
727	2003
728	1995
729	1995
730	2007
731	1996
733	1996
734	1996
735	1994
736	1996
737	1996
738	1995
741	1995
742	1996
743	1996
744	1995
745	1995
746	1948
747	1996
748	1996
750	1964
751	1992
753	1995
754	1995
755	1950
756	1995
757	1994
759	1994
760	1993
761	1999
762	1996
763	1996
764	1984
765	1996
766	1996
767	1995
769	1996
771	2007
774	1982
775	1968
778	1996
779	1997
780	1996
781	1996
782	1996
783	1939
784	1996
785	1996
786	1996
787	1995
788	1996
789	1990
791	1994
792	1987
793	1993
795	1994
796	1974
798	1996
799	1996
800	2002
801	1996
802	1996
803	1996
804	1996
805	1996
806	1996
807	1995
808	1999
809	1996
810	1996
813	1996
814	1995
815	1996
818	1996
820	1956
821	1995
823	1967
824	1974
827	1995
828	1996
829	1996
830	1996
831	1995
832	1996
833	2008
834	1996
835	1996
836	1996
837	1996
838	1996
839	1996
840	1996
841	1960
842	1996
844	1994
845	1994
846	1995
847	1996
848	1996
849	1996
850	1995
851	1996
852	1996
853	1988
858	1972
860	1994
861	1992
862	1996
864	2009
865	1996
866	1996
867	1996
868	1991
869	1996
870	1997
872	1994
875	1997
876	1993
877	1996
879	1997
880	1996
881	1996
882	1996
884	2008
885	1991
886	2003
887	1998
888	1995
889	2006
891	1995
892	1996
893	1996
896	1994
897	1943
898	1940
899	1952
900	1951
901	1957
902	1961
903	1958
904	1954
905	1934
906	1944
907	1934
908	1959
909	1960
910	1959
911	1963
912	1942
913	1941
914	1964
915	1954
916	1953
917	1995
918	1944
919	1939
920	1939
921	1982
922	1950
923	1941
924	1968
925	1947
926	1950
927	2008
928	1940
929	1940
930	2009
931	1945
932	1957
933	1955
934	1991
935	1953
936	1939
937	1957
938	1958
939	1958
940	1938
941	1998
942	1944
943	1947
944	1937
945	1935
946	1942
947	1936
948	1956
949	1955
950	1934
951	1940
952	2004
953	1946
954	1939
955	1938
956	1941
957	1995
958	1943
959	1934
960	1946
961	1936
963	1949
964	1947
965	1935
966	1945
967	2007
968	1968
969	1951
970	1953
971	1958
972	1954
973	1941
974	1966
976	1932
980	1985
981	1952
982	1955
983	1995
984	1995
985	1985
986	1996
987	1997
988	1996
989	1995
990	1996
991	1996
992	1996
993	1996
994	1996
996	1996
997	1996
998	1996
999	1996
1000	1996
1001	1996
1002	1996
1003	1996
1004	1996
1005	1996
1006	1996
1007	1975
1008	1955
1009	1975
1010	1968
1011	1974
1012	1957
1013	1998
1014	1960
1015	1993
1016	2006
1017	1960
1018	1997
1019	1954
1020	1993
1021	1951
1022	1950
1023	1968
1024	1944
1025	1963
1026	1948
1027	1991
1028	1964
1029	1941
1030	1977
1031	1971
1032	1951
1033	1981
1034	1996
1035	1965
1036	1988
1037	1992
1038	1996
1039	1995
1040	1936
1041	1996
1042	1996
1043	1996
1044	1996
1045	1996
1046	1996
1047	1996
1049	1996
1050	1996
1051	1996
1053	1996
1054	1996
1055	1997
1056	1996
1057	1996
1058	1996
1059	1996
1060	1996
1061	1996
1062	1996
1063	1989
1064	1995
1066	2004
1067	1937
1068	1947
1069	1944
1070	1952
1071	1993
1073	1971
1076	1961
1077	1973
1078	1971
1079	1988
1080	1979
1081	1982
1082	1962
1083	1965
1084	1967
1085	1958
1086	1954
1087	1993
1088	1987
1089	1992
1090	1986
1091	1989
1092	1992
1093	1991
1094	1992
1095	1992
1096	1982
1097	1982
1098	1994
1099	1984
1100	1990
1101	1986
1102	1996
1103	1955
1104	1951
1105	1996
1107	2000
1111	1996
1112	1995
1113	1996
1114	1996
1115	2004
1116	1995
1117	1996
1119	2002
1120	1996
1121	1995
1123	1996
1124	1981
1125	1975
1126	1991
1127	1989
1128	2005
1129	1981
1130	1981
1131	1986
1132	1986
1133	2004
1135	1980
1136	1975
1137	1996
1138	1995
1139	1996
1140	1996
1142	2001
1143	1996
1144	1996
1146	1995
1147	1996
1148	1993
1149	1994
1150	1982
1151	2000
1152	1948
1153	1986
1154	1947
1156	1944
1157	1946
1161	1979
1162	1972
1163	1994
1164	1967
1167	1996
1168	1996
1169	1998
1170	1995
1171	1992
1172	1988
1173	1989
1174	1994
1175	1991
1176	1991
1177	1992
1178	1957
1179	1990
1180	1991
1183	1996
1184	1991
1185	1989
1186	1989
1187	1992
1188	1992
1189	1988
1190	1990
1191	1991
1192	1990
1193	1975
1194	1978
1196	1980
1197	1987
1198	1981
1199	1985
1200	1986
1201	1966
1202	1987
1203	1957
1204	1962
1206	1971
1207	1962
1208	1979
1209	1968
1210	1983
1211	1987
1212	1949
1213	1990
1214	1979
1215	1992
1216	1988
1217	1985
1218	1989
1219	1960
1220	1980
1221	1974
1222	1987
1223	1989
1224	1989
1225	1984
1226	1952
1227	1984
1228	1980
1230	1977
1231	1983
1232	1979
1233	1981
1234	1973
1235	1971
1236	2005
1237	1957
1238	1983
1240	2009
1241	1992
1242	1989
1243	1990
1244	1979
1245	1990
1246	1989
1247	1967
1248	1958
1249	1997
1250	1957
1251	1963
1252	1974
1253	1951
1254	1948
1255	1987
1256	1933
1257	1985
1258	1980
1259	1986
1260	1931
1261	1987
1262	1963
1263	1978
1264	1981
1265	1993
1266	1992
1267	1962
1268	1990
1269	1944
1270	1985
1271	1991
1272	1970
1273	1986
1274	1988
1275	1986
1276	1967
1277	1950
1278	1974
1279	1991
1280	1991
1281	1940
1282	1940
1283	1952
1284	1946
1285	1989
1286	1980
1287	1959
1288	1984
1289	1982
1290	1987
1291	1989
1292	1979
1293	1982
1295	1988
1296	1985
1297	1985
1298	1982
1299	1984
1300	1985
1301	1956
1302	1989
1303	1975
1304	1969
1305	1984
1306	1991
1307	1989
1310	1996
1311	1996
1312	1996
1313	1996
1314	2008
1317	1996
1318	1995
1320	1992
1321	1981
1322	1992
1323	1983
1324	1996
1325	1993
1326	1982
1327	2005
1328	1990
1329	1974
1330	2008
1331	1977
1332	2007
1333	1963
1334	1988
1335	1980
1336	1991
1337	1956
1339	1931
1340	1935
1341	1976
1342	1992
1343	1991
1344	1991
1345	1976
1346	1982
1347	1984
1348	1922
1349	1988
1350	1976
1351	1996
1352	1996
1353	1996
1354	1996
1355	2004
1356	1996
1357	1996
1358	1996
1359	1996
1361	1996
1363	1996
1364	1995
1365	1996
1366	1996
1367	1961
1369	1994
1370	1988
1371	1979
1372	1991
1373	1989
1374	1982
1375	1984
1376	1986
1377	1992
1378	1988
1379	1990
1380	1978
1381	1978
1382	1990
1383	1996
1384	1996
1385	1992
1386	1958
1387	1975
1388	1975
1389	1983
1390	1996
1391	1996
1392	1996
1393	1996
1394	1987
1395	1987
1396	1992
1397	1996
1398	1996
1399	1996
1401	1996
1404	1996
1405	1996
1406	1995
1407	1996
1408	1992
1409	2007
1410	1996
1411	1996
1412	1996
1413	1996
1414	2003
1415	1996
1416	1996
1417	1996
1419	1971
1420	1997
1421	1977
1422	1997
1423	1974
1425	1997
1426	1997
1427	1997
1428	1995
1429	1996
1430	2003
1431	1997
1432	1997
1433	2002
1434	2008
1437	1993
1438	1997
1439	1997
1440	1993
1441	1993
1442	1997
1444	1995
1445	1997
1446	1996
1447	1997
1449	1996
1450	1996
1453	1997
1454	1996
1455	1996
1456	1997
1457	1997
1458	1997
1459	1997
1460	1997
1461	1997
1463	1997
1464	1997
1465	1997
1466	1997
1468	1997
1471	1997
1472	1997
1473	2006
1474	1997
1475	1996
1476	1997
1477	1997
1479	1997
1480	1997
1482	2004
1483	2004
1484	1996
1485	1997
1486	1996
1487	1997
1488	1997
1489	1997
1490	1997
1493	1996
1495	1997
1496	1935
1497	1997
1498	1997
1499	1997
1500	1997
1501	1996
1502	1978
1503	1997
1504	1996
1507	1997
1508	2009
1509	2007
1510	1997
1511	1996
1513	1997
1514	1996
1515	1997
1516	1996
1517	1997
1518	1988
1519	2007
1520	1956
1522	1996
1523	1997
1525	1997
1526	1997
1527	1997
1528	1996
1529	2001
1531	1996
1532	1997
1533	1996
1534	1965
1535	1997
1537	1996
1538	1997
1539	1997
1541	1997
1542	1996
1543	1997
1544	1997
1545	1996
1546	1996
1547	2006
1548	2005
1549	1995
1550	1997
1551	1997
1552	1997
1554	1996
1555	1995
1556	1997
1558	1996
1561	1996
1562	1997
1563	1997
1564	1997
1565	1996
1566	1997
1567	1997
1568	1983
1569	1997
1570	1992
1571	1996
1572	1963
1573	1997
1574	2006
1575	1996
1580	1997
1581	1997
1582	1997
1583	1997
1584	1997
1585	1996
1586	1997
1587	1982
1588	1997
1589	1997
1590	1997
1591	1997
1592	1997
1593	1997
1594	1997
1595	1997
1596	1997
1597	1997
1598	1998
1599	1989
1600	1997
1601	1997
1602	1997
1603	1997
1604	1997
1605	1997
1606	1997
1608	1997
1609	1997
1610	1990
1611	1991
1612	1997
1613	1997
1614	1997
1615	1997
1616	1997
1617	1997
1619	1997
1620	1997
1621	1997
1622	1997
1623	1997
1624	1997
1625	1997
1626	1997
1627	1997
1628	1975
1629	1997
1631	1997
1632	1997
1633	1997
1635	1997
1636	1997
1639	1997
1640	1997
1641	1997
1642	1996
1643	1997
1644	1997
1645	1997
1646	1997
1647	1997
1648	1997
1649	1997
1650	1997
1651	1997
1652	1997
1653	1997
1654	1997
1655	2004
1656	1997
1657	2003
1658	1997
1659	1999
1660	1997
1661	1997
1662	1997
1663	1981
1665	1997
1666	1997
1667	1997
1668	1997
1669	1997
1670	1997
1671	1997
1672	1997
1673	1997
1674	1985
1675	1997
1676	1997
1677	1997
1678	1993
1679	1998
1680	1998
1681	1997
1682	1998
1683	1997
1684	1997
1685	1996
1686	1997
1687	1997
1688	1997
1689	1997
1690	1992
1692	1997
1693	1997
1694	1997
1695	1997
1696	1997
1698	1997
1699	1997
1701	1997
1702	1997
1703	1997
1704	1997
1707	1997
1708	1997
1709	1997
1710	1997
1711	1997
1713	1997
1714	1996
1715	1997
1716	1995
1717	1997
1719	1997
1720	1997
1721	1997
1722	1997
1723	2004
1725	1997
1726	1997
1727	1998
1728	1997
1729	1997
1730	1997
1731	1997
1732	1998
1733	1997
1734	1997
1735	1998
1739	1998
1740	1999
1742	1998
1743	1998
1744	1998
1746	1998
1747	1997
1748	1998
1749	1996
1750	1997
1752	2008
1753	1998
1754	1998
1755	1997
1756	1998
1757	1995
1759	1997
1760	1997
1762	1998
1765	1998
1767	1998
1769	1998
1770	1998
1771	1997
1772	1998
1773	1995
1774	1974
1776	2001
1777	1998
1779	1998
1780	1997
1781	1997
1782	1997
1783	1998
1784	1997
1785	1990
1788	1997
1789	1995
1791	2008
1792	1998
1793	1997
1794	1997
1795	1995
1796	1998
1797	1998
1798	1998
1799	1997
1801	1998
1804	1998
1805	2009
1806	1998
1807	1998
1809	1997
1810	1998
1811	1953
1812	1998
1814	1998
1815	1955
1816	1997
1817	1998
1819	1998
1820	2005
1821	1998
1822	1998
1824	1998
1825	1998
1826	1998
1827	1988
1829	1997
1831	1998
1832	1997
1833	1998
1834	1997
1835	1998
1836	1998
1837	1998
1839	1998
1840	1998
1841	1998
1842	1996
1843	1998
1844	1997
1845	1998
1846	1997
1848	1997
1849	1954
1850	1997
1851	1997
1853	1997
1854	1998
1855	1998
1856	1998
1857	1997
1858	1997
1859	1997
1860	1997
1861	1997
1862	1998
1863	1998
1864	1998
1865	1997
1866	1998
1867	1998
1869	1998
1870	1998
1871	1997
1872	2008
1873	1998
1874	1997
1875	1997
1876	1998
1877	1997
1878	1997
1879	1997
1880	1997
1881	1998
1882	1998
1883	1998
1884	1998
1885	1998
1886	1998
1887	1998
1888	1998
1889	2002
1890	1997
1891	2000
1892	1998
1893	1996
1894	1998
1895	1998
1896	1998
1897	1998
1898	1998
1899	1997
1900	1997
1901	1998
1902	1996
1903	1997
1904	1997
1906	1997
1907	1998
1908	1998
1909	1998
1910	1997
1911	1998
1912	1998
1913	1975
1914	1998
1915	1997
1916	1998
1917	1998
1918	1998
1919	1998
1920	1998
1921	1998
1922	1962
1923	1998
1924	1958
1925	1987
1926	1929
1927	1930
1928	2002
1929	1932
1930	1933
1931	1935
1932	1936
1933	1937
1934	1938
1935	1941
1936	1942
1937	1944
1938	1945
1939	1946
1940	1947
1941	1996
1942	2006
1943	1952
1944	1953
1945	1954
1946	1985
1947	1961
1948	1963
1949	1966
1950	1967
1951	1968
1952	1969
1953	1971
1954	1976
1955	1979
1956	1980
1957	1981
1958	1983
1959	1985
1960	1987
1961	1988
1962	1989
1963	1969
1964	1971
1965	1984
1966	1990
1967	1986
1968	1985
1969	1985
1970	1987
1971	1988
1972	1989
1973	1991
1974	1980
1975	1981
1976	1982
1977	1984
1978	1985
1979	1986
1980	1988
1981	1989
1982	2007
1983	1981
1984	1982
1985	1988
1986	1989
1987	2008
1988	1987
1989	1990
1990	1992
1991	1998
1992	1990
1993	1991
1994	1982
1995	1986
1996	1988
1997	1973
1998	1977
1999	1990
2000	1987
2001	1987
2002	1992
2003	1984
2004	1990
2005	1985
2006	1998
2007	1998
2008	1997
2009	1973
2010	1927
2011	1989
2012	1990
2013	1972
2014	2003
2015	1961
2016	1979
2017	1934
2018	1942
2019	1954
2020	1988
2021	1984
2022	1988
2023	1990
2024	1991
2025	1962
2026	1998
2027	1998
2028	1998
2029	1998
2030	1996
2031	1971
2032	1971
2033	1985
2034	1979
2035	1968
2036	1994
2037	1977
2038	1978
2039	1989
2040	1969
2041	1981
2042	1994
2043	1959
2044	1981
2045	1993
2046	1986
2047	1967
2048	1986
2049	1967
2050	1980
2051	1977
2052	1993
2053	1992
2054	1989
2055	1978
2056	1962
2057	1993
2058	1998
2059	1998
2060	1998
2061	1997
2062	1998
2063	1997
2064	1989
2065	1985
2066	1947
2067	1965
2068	1982
2069	1985
2070	1983
2071	1993
2072	1989
2073	1985
2074	1974
2075	1981
2076	1986
2077	1985
2078	1967
2079	2008
2080	1955
2081	1989
2082	1992
2083	1992
2084	1992
2085	1961
2086	1985
2087	2003
2088	1980
2089	1990
2090	1977
2091	2009
2092	1994
2093	1985
2094	1991
2095	1976
2096	1959
2097	1983
2098	1963
2099	1946
2100	1984
2101	1994
2102	1928
2103	1995
2104	1982
2105	1982
2106	1993
2107	1998
2108	1991
2109	1979
2110	1982
2111	1983
2112	1991
2113	1990
2114	1983
2115	1984
2116	2003
2117	1984
2118	2002
2119	1986
2120	1993
2121	1983
2122	1984
2123	1989
2124	1991
2125	1998
2126	1998
2127	1997
2128	1998
2129	1997
2130	1980
2131	1978
2132	1966
2133	1987
2134	1985
2135	1998
2136	1996
2137	2006
2138	1978
2139	1982
2140	1982
2141	1986
2142	1991
2143	1985
2144	1984
2145	1986
2146	1985
2147	1986
2148	2004
2149	1987
2150	1980
2151	1989
2152	1998
2154	1998
2155	1998
2156	1998
2157	1997
2158	1996
2159	1986
2160	1968
2161	1994
2162	1990
2163	1978
2164	1987
2165	1998
2166	1998
2167	1998
2168	1998
2169	1998
2170	1998
2171	1998
2172	1998
2173	1988
2174	1988
2175	2006
2176	1948
2177	1976
2178	1972
2179	1969
2180	1966
2181	1964
2182	1956
2183	1956
2184	1955
2185	1953
2186	1951
2187	1950
2188	1998
2189	1997
2190	1998
2191	1997
2192	1997
2193	1988
2194	1987
2195	1998
2196	1998
2197	1997
2199	2006
2200	1949
2201	1947
2202	1944
2203	1943
2204	1942
2205	2005
2206	1991
2207	1939
2208	1938
2209	1937
2210	1936
2211	1936
2212	1956
2214	1932
2215	1931
2216	1931
2218	1930
2219	1998
2220	1929
2221	1929
2222	1928
2223	1928
2225	2008
2226	2002
2227	2009
2229	1925
2231	1998
2232	1997
2233	1998
2234	2004
2235	1999
2236	1998
2237	1998
2238	1975
2239	1974
2240	1980
2241	1983
2242	1984
2243	1987
2244	1987
2245	1988
2246	1988
2247	1988
2248	1989
2249	1990
2250	1990
2251	1991
2252	2006
2253	1992
2255	1982
2256	1982
2257	1984
2258	1978
2259	1984
2260	2008
2261	1986
2262	1998
2263	1988
2264	1989
2265	1991
2266	1991
2267	1991
2268	1992
2269	1993
2270	1994
2271	1998
2272	1998
2273	1998
2275	1998
2276	1998
2278	1998
2279	1998
2280	1998
2281	1998
2282	1998
2283	1990
2284	1994
2285	1968
2286	1980
2287	2006
2288	1982
2289	1992
2290	1980
2291	1990
2292	1998
2293	1998
2294	1998
2295	2001
2296	1998
2297	1998
2298	1998
2299	1959
2300	2005
2301	1981
2302	1992
2303	1975
2304	1998
2305	1998
2306	1998
2307	1998
2308	1973
2310	1992
2311	1984
2312	1986
2313	1980
2314	1998
2315	1998
2316	1998
2317	1997
2318	1998
2319	1998
2320	1998
2321	1998
2322	1998
2323	2008
2324	1997
2325	1997
2326	1998
2327	1990
2328	1994
2329	1998
2330	1997
2331	1998
2332	1998
2333	1998
2334	1998
2335	1998
2336	1998
2337	1998
2338	1998
2339	1998
2340	1998
2341	1998
2342	1996
2343	1998
2344	1985
2345	1986
2346	2004
2347	1984
2348	1986
2349	2003
2350	1990
2351	1957
2352	1983
2353	1998
2354	1998
2355	1998
2356	1998
2357	1998
2358	1998
2359	1998
2360	1998
2361	1972
2362	1953
2363	1954
2364	1998
2365	1962
2366	2005
2367	2005
2368	1986
2369	1985
2370	1985
2371	1985
2372	1989
2373	2011
2374	1986
2375	1986
2376	1985
2377	1985
2378	1984
2379	1985
2380	1986
2381	1987
2382	1988
2383	1989
2384	1998
2385	1998
2386	1998
2387	1998
2388	1997
2389	1960
2390	1998
2391	1998
2392	1998
2393	1998
2394	1998
2395	1998
2396	1998
2397	1984
2398	1947
2399	1985
2400	1989
2401	1985
2402	1985
2403	1982
2404	1988
2405	1985
2406	1984
2407	1985
2408	1988
2409	1979
2410	1982
2411	1985
2412	1990
2413	1985
2414	1985
2415	1986
2416	1986
2417	1986
2418	1986
2419	1986
2420	1984
2421	1986
2422	1989
2423	1989
2424	1998
2425	1926
2426	1998
2427	1998
2428	1998
2429	1998
2430	1998
2431	1998
2432	1998
2433	1998
2434	1998
2435	1998
2436	1999
2437	1997
2439	1997
2440	1998
2441	1998
2442	1998
2443	1998
2444	1997
2445	1999
2446	2000
2447	1999
2448	1999
2449	1987
2450	1986
2451	1999
2452	1990
2453	1986
2454	1986
2455	1986
2456	1989
2457	2006
2458	1986
2459	2003
2460	1986
2461	1990
2462	1994
2463	1986
2464	2007
2465	1986
2466	1986
2467	1986
2468	1986
2469	1986
2470	1986
2471	1988
2472	1987
2473	1986
2474	1986
2475	1986
2476	1986
2477	1986
2478	1986
2479	1999
2480	1997
2481	1998
2482	1998
2483	1995
2485	1999
2486	1999
2487	1998
2488	1960
2489	1976
2490	1999
2491	1999
2492	1998
2493	1997
2494	2005
2495	1973
2496	1999
2497	1999
2498	1963
2499	1998
2500	1999
2501	1999
2502	1999
2503	1998
2504	1999
2505	1999
2506	1999
2507	1999
2508	2006
2509	1997
2510	1999
2511	1973
2512	1983
2513	1989
2514	1992
2515	1992
2516	1995
2517	1983
2518	1982
2519	1999
2520	1970
2521	1974
2522	1977
2523	1977
2524	1974
2525	1996
2526	1979
2527	1973
2528	1976
2529	1968
2530	1970
2531	1973
2532	1972
2533	1971
2534	2001
2535	2004
2536	1979
2537	1979
2538	1998
2539	1999
2540	1999
2541	1999
2542	1998
2543	1997
2544	1998
2545	1998
2546	1999
2548	1999
2549	1999
2550	1999
2551	1988
2552	1993
2553	1995
2554	1964
2555	1999
2556	1998
2557	1998
2558	1999
2559	1956
2560	1999
2561	1999
2562	2001
2563	1998
2565	1956
2566	1999
2567	1999
2568	1999
2569	1998
2570	1999
2571	1999
2572	1999
2573	1998
2574	1999
2575	1998
2576	1996
2577	1997
2578	1997
2579	1998
2580	1999
2581	1999
2582	1992
2583	1999
2584	1922
2585	1998
2586	1998
2587	2001
2589	1999
2590	1998
2591	1998
2593	1994
2594	1997
2595	1998
2596	1998
2597	1999
2598	1999
2599	1999
2600	1999
2601	1998
2602	1977
2603	2008
2604	1998
2605	1999
2606	1999
2607	1998
2609	1996
2610	1999
2611	1999
2612	1945
2613	1984
2614	1986
2615	1985
2616	1990
2617	1999
2618	1997
2619	1987
2620	1998
2621	1998
2622	1999
2623	1999
2624	1998
2625	1996
2626	1998
2627	2000
2628	1999
2629	1999
2630	1998
2631	1998
2632	1965
2633	1999
2634	1999
2635	1944
2636	1944
2637	1940
2638	2008
2639	1981
2640	1978
2641	1980
2642	1983
2643	1987
2644	1931
2646	1945
2647	1944
2648	1931
2649	1939
2650	1942
2651	1943
2652	1957
2653	1943
2654	1941
2655	1985
2656	1955
2657	1975
2659	1982
2660	1951
2661	1953
2662	2005
2663	1955
2664	1956
2665	1956
2666	1956
2667	1956
2668	1982
2669	1959
2670	1958
2671	1999
2672	1999
2673	1998
2674	1999
2675	1998
2676	1999
2677	1999
2678	1998
2679	1998
2681	1998
2682	1999
2683	1999
2685	1998
2686	1998
2687	1999
2688	1999
2689	2008
2690	1999
2691	1998
2692	1998
2693	1997
2694	1999
2695	1987
2696	1998
2697	1997
2699	1990
2700	1999
2701	1999
2702	1999
2703	1998
2704	1991
2705	1998
2706	1999
2707	1999
2708	1998
2709	1999
2710	1999
2711	1999
2712	1999
